"113年11月14日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"3043","科風","1,444,469","1,150","46,995,472","32.65","33.65","30.90","30.90","-","1.20","30.85","5","30.90","12","0.00",
"3044","健鼎","1,736,499","1,438","326,541,768","188.50","190.00","187.00","187.00","-","1.50","187.00","114","187.50","1","12.33",
"3045","台灣大","5,800,064","2,246","664,482,355","114.50","115.50","114.00","114.00","-","0.50","114.00","154","114.50","216","24.73",
"3046","建碁","157,391","229","8,619,062","55.40","55.40","54.30","54.30","-","0.90","54.30","1","54.40","2","14.03",
"3047","訊舟","5,574,577","3,528","198,740,955","36.25","36.65","35.00","35.10","-","1.25","35.10","68","35.15","6","175.50",
"3048","益登","7,419,708","5,115","245,340,114","33.30","34.15","32.70","32.70","-","3.60","--","0","32.70","94","0.00",
"3049","精金","8,570,315","2,850","94,969,535","11.00","11.45","10.90","10.90","-","0.30","10.90","255","10.95","4","0.00",
"3050","鈺德","3,739,249","1,759","71,609,413","19.60","19.60","18.80","18.85","-","0.55","18.85","61","18.90","5","33.66",
"3051","力特","548,145","535","17,285,348","32.05","32.10","31.30","31.35","-","0.45","31.35","13","31.50","1","16.95",
"3052","夆典","310,201","235","3,684,668","11.85","12.00","11.80","11.80","+","0.05","11.80","2","11.85","4","11.92",
"3054","立萬利","7,415","19","162,971","21.75","22.20","21.75","22.10","-","0.20","21.80","1","22.10","3","0.00",
"3055","蔚華科","432,377","479","29,478,518","68.80","69.50","67.70","67.90","-","0.80","67.90","5","68.00","1","0.00",
"3056","富華新","1,528,652","2,152","50,193,571","33.25","33.35","32.30","32.30","-","0.95","32.30","5","32.35","20","0.00",
"3057","喬鼎","138,215","176","1,692,246","12.50","12.50","12.05","12.20","-","0.30","12.20","14","12.30","5","0.00",
"3058","立德","426,520","277","7,290,181","17.25","17.30","17.00","17.05","-","0.20","17.00","79","17.05","13","0.00",
"3059","華晶科","944,600","919","30,708,410","33.00","33.15","32.15","32.25","-","0.80","32.25","22","32.30","7","28.04",
"3060","銘異","1,139,010","747","27,070,944","24.35","24.35","23.50","23.50","-","0.55","23.50","2","23.55","2","0.00",
"3062","建漢","25,805,759","13,300","894,341,333","34.40","35.80","33.85","34.15","-","0.15","34.10","20","34.15","86","0.00",
"3090","日電貿","16,182,407","8,491","1,098,404,456","63.70","68.70","63.70","68.70","+","6.20","68.70","2,369","--","0","17.35",
"3092","鴻碩","1,013,348","740","30,441,627","31.05","31.15","29.55","29.95","-","1.05","29.95","15","30.00","18","0.00",
"3094","聯傑","391,064","222","11,735,989","30.30","30.40","29.70","29.80","-","0.50","29.80","2","29.85","3","212.86",
"3130","一零四","19,116","146","4,167,385","218.00","218.50","217.50","218.00","+","0.50","217.50","3","218.50","1","15.45",
"3138","耀登","241,336","371","24,918,530","105.50","106.50","101.00","102.00","-","4.00","102.00","3","102.50","5","33.89",
"3149","正達","16,916,276","9,343","613,577,993","35.65","37.50","35.05","36.30","+","0.60","36.30","62","36.35","21","0.00",
"3150","鈺寶-創","66,028","54","2,081,714","32.35","32.35","30.90","30.90","-","1.75","30.75","2","31.45","1","83.51",
"3164","景岳","176,473","757","3,627,016","20.65","21.20","20.35","20.35","-","0.35","20.30","15","20.50","1","33.36",
"3167","大量","6,597,450","4,722","879,620,649","134.50","136.00","131.00","132.50","-","0.50","132.00","60","132.50","9","148.88",
"3168","眾福科","37,080","28","1,780,370","48.30","48.50","47.75","47.75","-","0.55","47.75","7","47.80","1","17.11",
"3189","景碩","7,981,479","6,954","783,215,314","99.70","100.50","97.00","97.20","-","1.90","97.20","20","97.30","53","67.03",
"3209","全科","1,161,186","926","45,435,460","39.65","39.75","38.75","39.25","-","0.15","39.10","2","39.25","8","13.31",
"3229","晟鈦","31,175","78","608,412","19.75","19.75","19.30","19.60","-","0.05","19.30","1","19.65","1","0.00",
"3231","緯創","36,216,914","19,573","4,325,836,023","121.50","121.50","118.00","118.50","-","2.50","118.00","2,950","119.00","233","22.11",
"3257","虹冠電","612,652","858","38,223,973","63.60","64.80","61.00","61.00","-","2.90","60.90","3","61.00","2","22.59",
"3266","昇陽","236,356","153","4,395,507","18.95","18.95","18.35","18.35","-","0.60","18.35","4","18.40","5","14.22",
"3296","勝德","234,204","182","6,160,911","26.45","26.65","26.05","26.35","-","0.20","26.35","2","26.40","5","0.00",
"3305","昇貿","591,105","568","38,560,594","66.00","66.40","64.50","64.80","-","1.20","64.70","10","65.00","1","23.48",
"3308","聯德","111,192","188","2,626,938","24.10","24.10","23.45","23.50","-","0.10","23.45","4","23.60","1","0.00",
"3311","閎暉","70,925","133","2,562,227","36.70","36.70","36.00","36.05","-","0.10","36.05","2","36.10","2","62.16",
"3312","弘憶股","2,072,052","1,915","133,060,457","65.20","65.90","62.70","62.80","-","2.60","62.70","108","62.80","2","29.48",
"3321","同泰","139,176","80","2,218,942","16.20","16.20","15.85","15.90","-","0.30","15.90","4","16.00","7","0.00",
"3338","泰碩","1,918,468","1,032","133,717,185","69.70","69.70","69.70","69.70","+","6.30","69.70","11,906","--","0","24.46",
"3346","麗清","458,681","353","16,717,457","37.15","37.20","36.05","36.10","-","1.00","36.10","18","36.35","3","13.47",
"3356","奇偶","609,333","2,264","37,277,384","61.90","62.00","60.70","60.70","-","1.50","60.70","5","60.80","5","9.27",
"3376","新日興","11,662,120","8,739","2,183,382,770","192.00","192.50","182.50","185.00"," ","0.00","185.00","20","185.50","72","29.13",
"3380","明泰","1,026,152","990","36,069,740","35.35","35.75","34.80","34.85","-","0.50","34.85","15","34.90","7","53.62",
"3406","玉晶光","772,663","1,261","343,015,867","450.00","451.00","440.50","441.00","-","7.00","441.00","12","441.50","5","10.76",
"3413","京鼎","2,527,247","4,965","788,254,020","323.00","323.00","309.00","309.50","-","11.50","309.50","26","310.00","48","13.89",
"3416","融程電","271,287","382","39,730,994","149.00","149.50","144.50","146.00","-","2.50","145.50","6","146.00","5","22.50",
"3419","譁裕","1,883,679","1,022","34,357,779","18.25","18.65","18.00","18.25","-","0.25","18.20","12","18.25","5","0.00",
"3432","台端","139,443","100","2,747,320","19.60","20.00","18.90","19.85","+","0.70","19.20","1","19.60","2","0.00",
"3437","榮創","734,204","512","17,225,961","24.30","24.30","23.10","23.20","-","0.85","23.20","13","23.25","14","0.00",
"3443","創意","1,705,021","2,475","2,069,661,105","1,200.00","1,240.00","1,185.00","1,230.00","+","35.00","1,225.00","6","1,230.00","23","49.72",
"3447","展達","2,262,809","2,200","212,190,018","97.00","98.60","90.00","90.00","-","10.00","--","0","90.00","148","0.00",
"3450","聯鈞","16,771,159","12,171","4,081,406,471","244.50","248.50","238.50","239.50","-","4.50","239.50","93","240.00","250","133.06",
"3454","晶睿","1,167,598","1,101","159,600,304","137.00","141.00","132.00","135.50"," ","0.00","135.50","6","136.50","13","56.46",
"3481","群創","68,197,370","17,620","1,023,975,465","15.25","15.30","14.85","14.85","-","0.40","14.85","1,000","14.90","405","0.00",
"3501","維熹","559,816","529","34,547,361","62.40","62.90","61.30","61.30","-","0.40","61.30","46","61.90","1","12.21",
"3504","揚明光","302,806","488","18,192,817","61.10","61.10","59.50","59.50","-","1.70","59.50","10","59.60","1","0.00",
"3515","華擎","1,379,825","2,592","323,551,607","233.50","238.00","230.00","235.00","-","2.00","234.50","6","235.00","2","24.13",
"3518","柏騰","1,205,499","844","36,364,158","30.85","31.25","29.70","29.75","-","1.10","29.70","13","29.75","3","0.00",
"3528","安馳","74,280","70","3,744,615","50.50","50.60","50.20","50.20","-","0.20","50.20","5","50.30","2","12.46",
"3530","晶相光","273,783","317","25,323,963","94.30","94.80","90.80","91.50","-","3.10","91.50","3","91.70","4","0.00",
"3532","台勝科","582,105","741","67,965,059","118.50","119.50","115.50","116.00","-","3.00","116.00","54","116.50","1","29.15",
"3533","嘉澤","1,041,294","1,640","1,792,090,245","1,750.00","1,780.00","1,690.00","1,695.00","-","45.00","1,695.00","19","1,700.00","9","25.00",
"3535","晶彩科","5,280,889","3,696","284,352,441","52.00","55.90","52.00","53.90","+","1.70","53.90","5","54.00","37","168.44",
"3543","州巧","186,864","136","4,044,179","22.15","22.20","21.40","21.50","-","0.65","21.50","3","21.55","2","0.00",
"3545","敦泰","1,177,682","1,523","100,575,914","86.20","87.00","84.70","85.00","-","1.30","85.00","9","85.10","12","39.53",
"3550","聯穎","1,373,757","908","27,901,416","20.70","20.75","20.00","20.30","-","0.30","20.25","12","20.30","6","0.00",
"3557","嘉威","188,145","313","13,616,396","73.10","73.10","71.50","71.50","-","1.20","71.50","2","71.70","1","10.62",
"3563","牧德","469,735","948","171,888,696","376.00","377.50","359.00","367.00","-","3.00","367.00","1","367.50","1","165.32",
"3576","聯合再生","5,839,185","2,768","59,056,265","10.30","10.45","10.00","10.00","-","0.30","10.00","265","10.05","35","0.00",
"3583","辛耘","2,785,211","3,744","1,246,170,559","452.00","456.00","443.00","443.50","-","6.50","443.50","19","444.00","6","41.45",
"3588","通嘉","351,800","373","25,734,455","74.80","74.80","72.10","72.10","-","2.10","72.10","2","72.20","7","32.04",
"3591","艾笛森","1,777,063","1,073","43,890,630","24.45","25.30","24.25","24.55","+","0.35","24.55","24","24.60","22","31.88",
"3592","瑞鼎","372,953","674","126,114,757","342.00","345.00","335.00","338.00","-","4.00","337.50","1","338.00","4","12.25",
"3593","力銘","718,274","426","8,873,742","12.95","13.05","11.80","11.90","-","1.20","11.90","8","12.10","3","0.00",
"3596","智易","1,060,768","1,494","192,222,526","181.50","183.00","179.50","182.00","+","0.50","181.50","2","182.00","60","15.87",
"3605","宏致","1,316,746","1,103","65,549,118","51.10","51.10","49.30","49.35","-","1.05","49.35","11","49.40","5","64.93",
"3607","谷崧","1,256,611","755","23,646,649","19.50","19.50","18.50","18.75","-","0.25","18.70","17","18.75","1","0.00",
"3617","碩天","717,080","1,186","227,047,104","322.00","324.50","312.00","314.00","-","5.00","314.00","2","314.50","1","15.19",
"3622","洋華","3,998,341","3,638","284,095,506","70.20","72.80","69.40","69.90","-","0.20","69.90","9","70.00","6","13.90",
"3645","達邁","604,952","621","25,408,236","42.90","42.90","41.55","41.55","-","0.95","41.55","2","41.70","1","41.97",
"3652","精聯","159,436","240","6,302,314","40.00","40.05","39.20","39.50","-","0.60","39.40","2","39.50","1","47.02",
"3653","健策","814,480","1,258","1,243,814,405","1,500.00","1,550.00","1,490.00","1,550.00","+","55.00","1,540.00","6","1,550.00","33","78.76",
"3661","世芯-KY","2,155,263","5,646","4,971,544,595","2,310.00","2,360.00","2,260.00","2,305.00","+","15.00","2,300.00","31","2,305.00","11","32.14",
"3665","貿聯-KY","3,273,030","3,361","1,875,231,465","574.00","579.00","568.00","574.00","+","8.00","573.00","6","574.00","25","31.43",
"3669","圓展","148,174","123","6,136,357","41.90","41.95","41.25","41.25","-","0.35","41.25","25","41.35","2","18.58",
"3673","TPK-KY","1,903,567","1,567","76,833,930","40.40","41.30","39.80","40.20","+","0.05","40.15","1","40.20","11","24.36",
"3679","新至陞","237,092","186","30,543,080","130.50","130.50","128.00","128.00","-","2.50","128.00","31","128.50","5","14.18",
"3686","達能","280,388","265","5,993,949","21.90","21.95","21.10","21.10","-","0.45","21.10","8","21.15","4","0.00",
"3694","海華","555,245","466","23,020,123","42.00","42.20","41.05","41.05","-","1.25","41.05","6","41.20","4","16.42",
"3701","大眾控","1,125,619","770","47,641,477","43.30","43.40","41.60","41.60","-","1.35","41.60","2","41.70","2","1,386.67",
"3702","大聯大","7,771,232","4,792","590,555,175","75.90","77.30","74.30","75.90","-","0.40","75.90","37","76.00","45","15.62",
"3702A","大聯大甲特","269,317","180","13,767,108","51.10","51.20","51.10","51.20","+","0.10","51.10","218","51.20","57","0.00",
"3703","欣陸","2,378,586","1,737","69,587,318","29.40","29.55","29.05","29.05","-","0.55","29.05","31","29.15","2","13.57",
"3704","合勤控","1,430,573","1,124","58,460,457","40.60","41.35","40.55","40.60","+","0.05","40.55","24","40.60","42","47.21",
"3705","永信","495,187","459","26,629,985","54.20","54.30","53.40","53.50","-","0.80","53.50","3","53.70","1","13.86",
"3706","神達","225,452,576","99,051","14,915,817,421","63.50","69.80","62.50","69.80","+","6.30","69.80","75,400","--","0","25.95",
"3708","上緯投控","493,035","807","49,601,542","101.50","102.00","100.00","100.50"," ","0.00","100.00","19","100.50","12","56.15",
"3711","日月光投控","20,519,971","14,641","3,159,969,655","156.00","156.50","152.00","154.00","-","3.00","154.00","274","154.50","223","20.56",
"3712","永崴投控","19,990,724","13,660","1,223,906,615","61.00","62.90","59.60","61.50","+","2.80","61.40","19","61.50","116","13.73",
"3714","富采","1,651,919","1,204","73,483,199","44.40","44.75","44.15","44.65","+","0.35","44.40","1","44.65","5","0.00",
"3715","定穎投控","5,486,746","4,205","351,576,822","65.40","66.10","63.30","63.40","-","2.00","63.40","153","63.50","12","15.54",
"3716","中化控股","154,125","196","5,746,806","37.45","37.45","37.15","37.15","-","0.30","37.15","6","37.20","4","0.00",
"4104","佳醫","191,177","410","16,532,117","86.60","86.70","86.30","86.30","-","0.40","86.30","6","86.40","8","18.36",
"4106","雃博","135,151","388","3,304,368","24.60","24.60","24.35","24.35","-","0.30","24.35","28","24.40","5","25.63",
"4108","懷特","488,191","960","7,848,188","16.60","16.60","15.90","15.90","-","0.70","15.90","18","16.05","2","0.00",
"4119","旭富","538,671","2,035","51,161,167","96.50","96.50","94.00","94.90","-","1.10","94.80","1","94.90","1","23.43",
"4133","亞諾法","131,846","305","3,823,709","29.30","29.40","28.80","28.80","-","0.65","28.75","4","28.80","2","29.69",
"4137","麗豐-KY","462,011","664","55,650,566","124.50","125.00","118.50","118.50","-","6.00","118.50","15","119.00","4","13.68",
"4142","國光生","1,243,093","765","27,567,922","22.20","22.65","22.00","22.00","-","0.15","22.00","64","22.05","15","0.00",
"4148","全宇生技-KY","95,077","97","5,138,604","54.90","55.00","53.20","53.50","-","0.40","53.50","1","53.70","1","34.29",
"4155","訊映","490,747","698","10,962,693","22.50","22.65","22.15","22.20","-","0.30","22.20","65","22.25","2","138.75",
"4164","承業醫","515,295","714","20,434,904","39.95","40.15","39.30","39.75"," ","0.00","39.50","26","39.75","5","20.49",
"4190","佐登-KY","37,458","169","1,807,852","48.20","48.60","48.05","48.60"," ","0.00","48.55","1","48.60","1","0.00",
"4306","炎洲","2,732,310","1,430","49,189,425","18.15","18.20","17.85","17.90","-","0.30","17.90","17","17.95","68","11.12",
"4414","如興","525,086","200","1,590,242","3.06","3.09","3.00","3.09"," ","0.00","3.09","34","3.10","10","0.00",
"4426","利勤","186,409","113","2,455,249","13.50","13.50","13.00","13.00","-","0.25","13.00","24","13.10","2","0.00",
"4438","廣越","216,982","295","20,583,181","95.00","95.70","93.50","93.60","-","1.60","93.60","4","94.40","3","26.67",
"4439","冠星-KY","47,006","30","4,213,140","89.00","90.60","89.00","89.50","-","0.30","89.50","2","90.00","1","22.83",
"4440","宜新實業","90,629","106","2,266,217","25.00","25.15","24.90","25.00","-","0.15","24.95","7","25.00","1","14.79",
"4526","東台","8,090,404","4,884","264,597,090","32.30","33.80","32.05","32.25","+","0.45","32.20","41","32.25","77","0.00",
"4532","瑞智","2,200,754","1,772","57,696,349","26.50","26.80","25.90","26.00","-","0.55","25.95","4","26.05","1","14.61",
"4536","拓凱","694,210","791","138,907,381","205.50","205.50","196.50","197.50","-","7.00","197.50","9","198.00","8","13.39",
"4540","全球傳動","836,950","764","34,186,780","40.50","41.40","40.15","40.70","+","0.25","40.70","2","40.75","1","0.00",
"4545","銘鈺","461,161","372","25,098,986","55.40","56.00","53.90","54.20","-","0.70","54.20","9","54.40","2","26.06",
"4551","智伸科","473,950","462","59,441,860","131.00","131.00","123.50","123.50","-","5.50","123.50","10","124.00","2","23.98",
"4552","力達-KY","173,828","154","4,328,364","25.15","25.15","24.70","24.75","-","0.60","24.70","9","24.75","2","11.57",
"4555","氣立","312,772","287","11,756,051","37.90","38.10","37.20","37.20","-","0.70","37.15","3","37.20","5","0.00",
